Pais,Mes,Anio,Tipo_de_evento,Muertos
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Disturbios,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Chile,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Venezuela,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Venezuela,2021-07-01,2021,Protestas,0
Venezuela,2021-07-01,2021,Protestas,0
Venezuela,2021-07-01,2021,Protestas,0
Venezuela,2021-07-01,2021,Protestas,0
Colombia,2021-07-01,2021,Protestas,0
Venezuela,2021-07-01,2021,Protestas,0
Colombia,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Argentina,2021-07-01,2021,Protestas,0
Argentina,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Disturbios,0
Venezuela,2021-07-01,2021,Protestas,0
Venezuela,2021-07-01,2021,Protestas,0
Venezuela,2021-07-01,2021,Protestas,0
Venezuela,2021-07-01,2021,Protestas,0
Venezuela,2021-07-01,2021,Protestas,0
Venezuela,2021-07-01,2021,Protestas,0
Venezuela,2021-07-01,2021,Protestas,0
Venezuela,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Disturbios,0
Peru,2021-07-01,2021,Protestas,0
Argentina,2021-07-01,2021,Protestas,0
Venezuela,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Disturbios,0
Brazil,2021-07-01,2021,Disturbios,0
Chile,2021-07-01,2021,Protestas,0
Venezuela,2021-07-01,2021,Protestas,0
Venezuela,2021-07-01,2021,Protestas,0
Venezuela,2021-07-01,2021,Protestas,0
Venezuela,2021-07-01,2021,Protestas,0
Ecuador,2021-07-01,2021,Protestas,0
Chile,2021-07-01,2021,Protestas,0
Argentina,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Disturbios,0
Brazil,2021-07-01,2021,Protestas,0
Chile,2021-07-01,2021,Protestas,0
Chile,2021-07-01,2021,Protestas,0
Chile,2021-07-01,2021,Protestas,0
Peru,2021-07-01,2021,Protestas,0
Argentina,2021-07-01,2021,Protestas,0
Venezuela,2021-07-01,2021,Protestas,0
Argentina,2021-07-01,2021,Protestas,0
Chile,2021-07-01,2021,Disturbios,0
Argentina,2021-07-01,2021,Protestas,0
Venezuela,2021-07-01,2021,Protestas,0
Venezuela,2021-07-01,2021,Protestas,0
Venezuela,2021-07-01,2021,Protestas,0
Venezuela,2021-07-01,2021,Protestas,0
Venezuela,2021-07-01,2021,Protestas,0
Venezuela,2021-07-01,2021,Protestas,0
Venezuela,2021-07-01,2021,Protestas,0
Venezuela,2021-07-01,2021,Protestas,0
Colombia,2021-07-01,2021,Protestas,0
Colombia,2021-07-01,2021,Protestas,0
Colombia,2021-07-01,2021,Protestas,0
Ecuador,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Argentina,2021-07-01,2021,Protestas,0
Colombia,2021-07-01,2021,Protestas,0
Bolivia,2021-07-01,2021,Protestas,0
Bolivia,2021-07-01,2021,Protestas,0
Peru,2021-07-01,2021,Protestas,0
Peru,2021-07-01,2021,Protestas,0
Bolivia,2021-07-01,2021,Disturbios,0
Bolivia,2021-07-01,2021,Protestas,0
Bolivia,2021-07-01,2021,Protestas,0
Bolivia,2021-07-01,2021,Protestas,0
Venezuela,2021-07-01,2021,Protestas,0
Venezuela,2021-07-01,2021,Disturbios,0
Colombia,2021-07-01,2021,Protestas,0
Chile,2021-07-01,2021,Protestas,0
Colombia,2021-07-01,2021,Protestas,0
Brazil,2021-07-01,2021,Protestas,0
Ecuador,2021-07-01,2021,Protestas,0
Ecuador,2021-07-01,2021,Protestas,0
Ecuador,2021-07-01,2021,Protestas,0
Venezuela,2021-07-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Disturbios,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Chile,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Chile,2021-06-01,2021,Protestas,0
Peru,2021-06-01,2021,Protestas,0
Peru,2021-06-01,2021,Disturbios,0
Peru,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Disturbios,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Disturbios,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Paraguay,2021-06-01,2021,Protestas,0
Peru,2021-06-01,2021,Protestas,0
Peru,2021-06-01,2021,Protestas,0
Bolivia,2021-06-01,2021,Protestas,0
Bolivia,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Bolivia,2021-06-01,2021,Protestas,0
Bolivia,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Disturbios,0
Venezuela,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Protestas,0
Chile,2021-06-01,2021,Protestas,0
Peru,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Paraguay,2021-06-01,2021,Protestas,0
Paraguay,2021-06-01,2021,Protestas,0
Paraguay,2021-06-01,2021,Protestas,0
Bolivia,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Disturbios,0
Brazil,2021-06-01,2021,Disturbios,0
Chile,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Peru,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Chile,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Disturbios,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Disturbios,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Peru,2021-06-01,2021,Protestas,0
Peru,2021-06-01,2021,Protestas,0
Bolivia,2021-06-01,2021,Protestas,0
Bolivia,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Disturbios,0
Venezuela,2021-06-01,2021,Protestas,0
Paraguay,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Ecuador,2021-06-01,2021,Protestas,0
Ecuador,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Disturbios,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Disturbios,0
Brazil,2021-06-01,2021,Disturbios,0
Venezuela,2021-06-01,2021,Protestas,0
Paraguay,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Chile,2021-06-01,2021,Disturbios,0
Argentina,2021-06-01,2021,Protestas,0
Peru,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Disturbios,0
Venezuela,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Disturbios,1
Colombia,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Disturbios,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Peru,2021-06-01,2021,Protestas,0
Bolivia,2021-06-01,2021,Protestas,0
Bolivia,2021-06-01,2021,Protestas,0
Bolivia,2021-06-01,2021,Protestas,0
Bolivia,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Paraguay,2021-06-01,2021,Protestas,0
Paraguay,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Paraguay,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Ecuador,2021-06-01,2021,Protestas,0
Ecuador,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Disturbios,0
Brazil,2021-06-01,2021,Disturbios,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Ecuador,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Disturbios,0
Brazil,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Paraguay,2021-06-01,2021,Protestas,0
Chile,2021-06-01,2021,Disturbios,0
Brazil,2021-06-01,2021,Protestas,0
Peru,2021-06-01,2021,Protestas,0
Peru,2021-06-01,2021,Protestas,0
Peru,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Disturbios,0
Brazil,2021-06-01,2021,Disturbios,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Bolivia,2021-06-01,2021,Protestas,0
Chile,2021-06-01,2021,Protestas,0
Peru,2021-06-01,2021,Disturbios,0
Paraguay,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Uruguay,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Chile,2021-06-01,2021,Protestas,0
Chile,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Chile,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Disturbios,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Disturbios,0
Brazil,2021-06-01,2021,Disturbios,0
Brazil,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Bolivia,2021-06-01,2021,Protestas,0
Peru,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Disturbios,1
Colombia,2021-06-01,2021,Disturbios,0
Venezuela,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Chile,2021-06-01,2021,Protestas,0
Chile,2021-06-01,2021,Protestas,0
Paraguay,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Ecuador,2021-06-01,2021,Protestas,0
Paraguay,2021-06-01,2021,Disturbios,1
Argentina,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Paraguay,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Peru,2021-06-01,2021,Disturbios,0
Peru,2021-06-01,2021,Protestas,0
Peru,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Disturbios,0
Ecuador,2021-06-01,2021,Protestas,0
Bolivia,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Peru,2021-06-01,2021,Protestas,0
Bolivia,2021-06-01,2021,Protestas,0
Bolivia,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Disturbios,0
Argentina,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Chile,2021-06-01,2021,Disturbios,0
Venezuela,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Disturbios,0
Brazil,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Protestas,0
Paraguay,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Disturbios,0
Peru,2021-06-01,2021,Protestas,0
Peru,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Disturbios,0
Venezuela,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Disturbios,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Disturbios,0
Brazil,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Disturbios,0
Ecuador,2021-06-01,2021,Disturbios,0
Peru,2021-06-01,2021,Disturbios,0
Peru,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Chile,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Peru,2021-06-01,2021,Disturbios,0
Paraguay,2021-06-01,2021,Protestas,0
Paraguay,2021-06-01,2021,Protestas,0
Paraguay,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Disturbios,0
Argentina,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Disturbios,0
Paraguay,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Chile,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Peru,2021-06-01,2021,Disturbios,0
Argentina,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Ecuador,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Disturbios,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Disturbios,0
Argentina,2021-06-01,2021,Disturbios,0
Argentina,2021-06-01,2021,Protestas,0
Peru,2021-06-01,2021,Disturbios,0
Peru,2021-06-01,2021,Protestas,0
Peru,2021-06-01,2021,Disturbios,0
Argentina,2021-06-01,2021,Protestas,0
Bolivia,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Disturbios,1
Bolivia,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Disturbios,0
Paraguay,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Peru,2021-06-01,2021,Protestas,0
Paraguay,2021-06-01,2021,Protestas,0
Paraguay,2021-06-01,2021,Protestas,0
Paraguay,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Ecuador,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Disturbios,1
Colombia,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Disturbios,0
Brazil,2021-06-01,2021,Disturbios,0
Venezuela,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Peru,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Disturbios,0
Argentina,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Disturbios,0
Argentina,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Disturbios,1
Paraguay,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Ecuador,2021-06-01,2021,Protestas,0
Ecuador,2021-06-01,2021,Protestas,0
Ecuador,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Disturbios,1
Colombia,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Disturbios,1
Colombia,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Disturbios,0
Colombia,2021-06-01,2021,Disturbios,0
Venezuela,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Protestas,0
Ecuador,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Disturbios,0
Brazil,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Disturbios,0
Venezuela,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Disturbios,1
Brazil,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Protestas,0
Colombia,2021-06-01,2021,Protestas,0
Argentina,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Brazil,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
Venezuela,2021-06-01,2021,Protestas,0
